Site,PTR40-0913,PTC70-0617,TTH47-20171120,TTY70-20170706,TTR83-1202,NTH71-0913,PTS52-0729,PD10_ZZM_TTC33-20170512,TTC1-20171208,TTC92-0729,TTR156-0913,TTR168-0913,TTR47-0617,TTR102-0913,NTC34-1010,PTH38-20171219,TTY31-0913,PTC20-20171120,TTY21-20170706,NTH11-20171219,TTY65-1011,TTH23-0616P,TTH102-20171120,TTC160-0617,PTR53-0616A,PTH23-0729,TTC21-20170706,PTR62-1011,TTC176-0617,TTY21-0616A,NTH-30-0617,TTR43-1010,NTC55-1202,PD10_ZZM_TTH4-0616A,PTR57-1010,NTS33-0729,TTR12-0617,TTH80-0913,TTR61-0617,PTR45-1011,PTC19-1010,TTC70-1202,PD10_ZZM_LNTC34-0512,TTC150-0616A,NTC15-0913,TTC267-1011,PTH66-0729,PD10_ZZM_TTC9-20170512,NTC81-0729,TTY42-20171120,PTC40-20171120,NTS-49-0617,NTC5-1010,TTR133-0616A,TTY91-1202,NTY56-1202,TTH149-0913,PTY2-20171120,PTH81-0913,TTR108-1010,TTC51-0913,PD10_ZZM_PTC68-20171208,NTH94-0729,PTC78-0913,PTS74-0729,TTH96-20171120,TTS56-0617,PTR108-0617,PTH6-20171120,PTC91-20171120,TTC145-0729,PTR56-0913,PTS25-0729,TTR20-0617,TTC30-20171219,PTC31-1010,TTR78-0617,PTC49-0913,TTC157-20171120,TTR48-1010,start,end
12_9681033_9687901,51.0,,,,,76.0,89.0,241.0,82.0,,81.0,55.0,,54.0,55.0,,44.0,,,,54.0,114.0,127.0,60.0,37.0,,,,,,19.0,220.0,,,32.0,34.0,,,,25.0,39.0,21.0,65.0,,236.0,120.0,34.0,,61.0,174.0,32.0,,,,28.0,,123.0,12.0,74.0,,,,,31.0,17.0,91.0,,25.0,,67.0,150.0,49.0,,,,,,20.0,,98.0,12_9681033,12_9687901
12_9669795_9687901,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12_9669795,12_9687901
12_9688086_9692827,65.0,,,,,80.0,,264.0,74.0,,47.0,50.0,,85.0,70.0,,,,,,55.0,,152.0,75.0,66.0,,,,4.0,,,173.0,,,,36.0,,,,25.0,44.0,20.0,71.0,,213.0,,37.0,,,1.0,,,,51.0,18.0,,171.0,,75.0,,,,,35.0,,115.0,,19.0,,101.0,191.0,67.0,,,,,,25.0,21.0,134.0,12_9688086,12_9692827
12_9688161_9692827,,,,,,,66.0,,52.0,,,,,,,,,,,,,,,,,,,,133.0,,,74.0,,,47.0,,,,,,,,,,,,,,47.0,149.0,31.0,,,1.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,26.0,12_9688161,12_9692827
12_9688086_9694759,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,5.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,12_9688086,12_9694759
12_9693115_9694759,,,,,,,76.0,227.0,,,,,,,49.0,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,105.0,,,,,25.0,,,,36.0,,,,,,,109.0,,,,,,,,,,,,,19.0,4.0,12_9693115,12_9694759
12_9693948_9694759,,,,,,100.0,,,78.0,,47.0,59.0,,125.0,,,,,,,,,,,,,,,102.0,,14.0,56.0,,,,,,,,,70.0,,,,240.0,,,,,103.0,,,,88.0,,,129.0,21.0,58.0,,,,,,,,,19.0,,95.0,,79.0,,,,,,50.0,,,12_9693948,12_9694759
12_9694091_9694759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12_9694091,12_9694759
12_9692931_9694759,,,,,,,,,110.0,,,,,,20.0,,,,,,,,162.0,69.0,52.0,,,,,,,216.0,,,52.0,52.0,,,,25.0,,20.0,53.0,,,,43.0,,58.0,,,,,44.0,,,1.0,,,,,,,38.0,,,,,,,175.0,,,,,,,,,130.0,12_9692931,12_9694759
12_98545061_98546358,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,104.0,,,,,,,,,14.0,,,,,,,21.0,,,,11.0,,,,,,,,,,,,,,,,,12_98545061,12_98546358
12_98537572_98546358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,12_98537572,12_98546358
13_113178008_113178173,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_113178008,13_113178173
13_113177976_113178173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,13_113177976,13_113178173
13_114286400_114286518,,,,,,,,,,,,,,,,,,,28.0,,52.0,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,122.0,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,13_114286400,13_114286518
13_114282943_114286518,35.0,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,13_114282943,13_114286518
13_19675653_19677723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_19675653,13_19677723
13_19674984_19677723,,,,,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,449.0,,,,,,13_19674984,13_19677723
13_19677823_19730238,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_19677823,13_19730238
13_19709599_19730238,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,39.0,,,,,,,,,,50.0,,,,,,,,,,,,13_19709599,13_19730238
13_19960026_19993062,,,,,,,,,,,,14.0,,,,,,,,,,,38.0,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,13_19960026,13_19993062
13_19970071_19993062,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13_19970071,13_19993062
13_20862858_20868595,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,30.0,,,,,,16.0,,,,,,,,,,,,,,90.0,,,,,,,,,,,,18.0,,,,,13_20862858,13_20868595
13_20863123_20868595,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,61.0,,13_20863123,13_20868595
13_27424938_27427091,54.0,,127.0,,,,,,51.0,,,12.0,,39.0,90.0,,,82.0,,,,61.0,121.0,,13.0,31.0,,,,,36.0,44.0,,,23.0,,24.0,,26.0,56.0,,22.0,,47.0,,16.0,24.0,,26.0,,110.0,13.0,81.0,,47.0,,,57.0,104.0,185.0,259.0,52.0,,74.0,45.0,,,66.0,,101.0,,,139.0,22.0,,27.0,,,,,13_27424938,13_27427091
13_27426341_27427091,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,125.0,,,,,18.0,,,56.0,,,,,13_27426341,13_27427091
13_27432804_27434138,88.0,,190.0,,,,,,73.0,,,,,48.0,133.0,,,86.0,,,,73.0,158.0,24.0,,75.0,,,,51.0,33.0,37.0,,,,,26.0,,29.0,132.0,,29.0,,,,9.0,40.0,,28.0,,136.0,19.0,116.0,,86.0,,,79.0,67.0,150.0,362.0,99.0,,25.0,,,,67.0,,110.0,,,155.0,40.0,,95.0,,,,,13_27432804,13_27434138
13_27430621_27434138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,92.0,,,,,13.0,,,,,,,,40.0,,,27.0,,,,,13_27430621,13_27434138
13_27440449_27445087,,,,,,,,,,,105.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,,,,,113.0,,,,,,,,,,,26.0,,,,91.0,,,,,,,,,,,,,,22.0,,45.0,,,52.0,,13_27440449,13_27445087
13_27441077_27445087,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_27441077,13_27445087
13_30461533_30462537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_30461533,13_30462537
13_30461688_30462537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_30461688,13_30462537
13_32407772_32427903,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,43.0,13_32407772,13_32427903
13_32425955_32427903,17.0,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_32425955,13_32427903
13_32538684_32538777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_32538684,13_32538777
13_32537027_32538777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,13_32537027,13_32538777
13_37023044_37024034,,,,,,24.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,39.0,,,,,,,,,,,,,,,,,13_37023044,13_37024034
13_37022080_37024034,,,,,,,,,72.0,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,38.0,,,,,,,77.0,,,,,,,,,,,,,,,,,,21.0,,,,,,,,13_37022080,13_37024034
13_37045373_37047534,,,196.0,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,24.0,,,,,,,46.0,,,,,,,,,10.0,,,,,,,,,23.0,,,,,,,,13_37045373,13_37047534
13_37045376_37047534,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,19.0,,,,,,,,,,,,,,,,,13_37045376,13_37047534
13_37047936_37051487,,,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_37047936,13_37051487
13_37048599_37051487,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,74.0,,,,19.0,,,,,29.0,,,,,,,,,18.0,,,,,,,,13_37048599,13_37051487
13_41362873_41367438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_41362873,13_41367438
13_41362159_41367438,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13_41362159,13_41367438
13_42888502_42895008,,,,,,23.0,46.0,,,,185.0,,,38.0,,,,93.0,,,50.0,,39.0,,,,,,90.0,,,52.0,,,,,,42.0,,42.0,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,13_42888502,13_42895008
13_42889242_42895008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_42889242,13_42895008
13_42917624_42926335,11.0,,,,,19.0,44.0,,,,235.0,20.0,,36.0,,,,64.0,,,52.0,17.0,42.0,,12.0,,,,,,,54.0,,,,,,63.0,17.0,,,17.0,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,18.0,13_42917624,13_42926335
13_42919332_42926335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_42919332,13_42926335
13_45340184_45341041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,49.0,13_45340184,13_45341041
13_45340785_45341041,157.0,161.0,,19.0,80.0,145.0,,39.0,32.0,36.0,420.0,107.0,116.0,150.0,113.0,189.0,82.0,45.0,24.0,372.0,29.0,193.0,,53.0,245.0,,111.0,126.0,326.0,111.0,,249.0,32.0,361.0,291.0,136.0,226.0,74.0,218.0,200.0,,18.0,,158.0,88.0,204.0,,24.0,,44.0,77.0,75.0,73.0,335.0,52.0,55.0,183.0,,158.0,223.0,70.0,57.0,109.0,146.0,60.0,87.0,169.0,22.0,121.0,,145.0,217.0,104.0,338.0,485.0,30.0,148.0,236.0,131.0,76.0,13_45340785,13_45341041
13_46045516_46052403,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,101.0,,,,,,,,,,,97.0,,,,,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,,41.0,,,13_46045516,13_46052403
13_46045513_46052403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,13_46045513,13_46052403
13_49075364_49114654,48.0,,,,,,,,,,,32.0,,,,,,,,,,,,,,,89.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,13_49075364,13_49114654
13_49110406_49114654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_49110406,13_49114654
13_49997216_49997666,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_49997216,13_49997666
13_49997131_49997666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,14.0,,,,24.0,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,13_49997131,13_49997666
13_51797908_51799533,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_51797908,13_51799533
13_51791257_51799533,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,,,,,,,,,,,,,,,,,,,,67.0,13_51791257,13_51799533
13_52659249_52662648,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,23.0,13_52659249,13_52662648
13_52661570_52662648,,,153.0,,,,,,,,,33.0,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13_52661570,13_52662648
13_72781003_72781604,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,13_72781003,13_72781604
13_72781356_72781604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,13_72781356,13_72781604
14_100137802_100141179,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,14_100137802,14_100141179
14_100138897_100141179,,,,,,,,,,,,,,,,,,,,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,14_100138897,14_100141179
14_101824169_101856685,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,4.0,,,,255.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,43.0,,,,,,44.0,,,14_101824169,14_101856685
14_101810036_101856685,,70.0,,,,30.0,,,,20.0,,,75.0,,,,57.0,,,,65.0,93.0,,94.0,81.0,,,,35.0,,,23.0,14.0,,,,,,,55.0,,,,,143.0,,,,,,,,44.0,,,32.0,,,,18.0,,,,1.0,,,,,,,,11.0,13.0,,,,,,,56.0,14_101810036,14_101856685
14_101823941_101856685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,68.0,,,14_101823941,14_101856685
14_101912473_101925140,,19.0,,,,31.0,,,,,,,49.0,,,,,,,,,,,,41.0,,,,,,,24.0,,39.0,,,,,,,,,,47.0,,,,,,,,,,45.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,14_101912473,14_101925140
14_101917947_101925140,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,44.0,,,14_101917947,14_101925140
14_105052102_105057166,,,,,,35.0,,,,,,,65.0,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_105052102,14_105057166
14_105056166_105057166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_105056166,14_105057166
14_105487299_105488165,14.0,85.0,110.0,12.0,,21.0,33.0,16.0,,,47.0,11.0,,,,35.0,,1.0,18.0,,,37.0,,10.0,,47.0,,,,18.0,11.0,24.0,,21.0,,67.0,41.0,42.0,28.0,81.0,37.0,117.0,121.0,10.0,165.0,17.0,17.0,,94.0,,24.0,29.0,,19.0,,73.0,,,42.0,,18.0,,174.0,14.0,26.0,,12.0,,,11.0,10.0,171.0,,,,13.0,,,68.0,12.0,14_105487299,14_105488165
14_105488027_105488165,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,14_105488027,14_105488165
14_20455394_20455577,,,63.0,21.0,,,,,,,,,84.0,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,93.0,,27.0,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,14_20455394,14_20455577
14_20455338_20455577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_20455338,14_20455577
14_21211563_21211809,,,,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,14_21211563,14_21211809
14_21211566_21211809,120.0,,,38.0,151.0,96.0,63.0,46.0,,,,188.0,86.0,21.0,44.0,,99.0,198.0,42.0,77.0,96.0,266.0,56.0,272.0,159.0,,,126.0,247.0,14.0,,427.0,105.0,,,,43.0,,,199.0,115.0,55.0,,,,306.0,49.0,,65.0,67.0,2.0,35.0,51.0,336.0,54.0,95.0,260.0,248.0,,121.0,192.0,90.0,,53.0,13.0,91.0,,25.0,,,40.0,,,71.0,,120.0,,43.0,79.0,121.0,14_21211566,14_21211809
14_21263829_21269297,,,,,,,,,,,,41.0,,,,,,,,14.0,,,,,,,,63.0,,,,,18.0,,,,,,,,,,,,,92.0,,,,,,,23.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14_21263829,14_21269297
14_21234229_21269297,32.0,,,,19.0,,,29.0,,,,2.0,,,,,1.0,,,65.0,41.0,1.0,,79.0,,,,,66.0,,,65.0,,,,,,,,28.0,52.0,42.0,,,,,,,,41.0,,6.0,1.0,56.0,30.0,13.0,,41.0,,32.0,,,,,,,,19.0,,,21.0,,,22.0,,32.0,,,,8.0,14_21234229,14_21269297
14_21263336_21269297,64.0,,,35.0,74.0,79.0,71.0,,,,,89.0,43.0,22.0,77.0,,57.0,100.0,23.0,,21.0,158.0,34.0,,107.0,,,77.0,81.0,,,127.0,48.0,,,,,,,67.0,31.0,,,,,53.0,31.0,,,,65.0,12.0,,70.0,,42.0,188.0,82.0,,41.0,148.0,53.0,,38.0,16.0,56.0,,,,,,,,23.0,,39.0,,,47.0,67.0,14_21263336,14_21269297
14_22503811_22547505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_22503811,14_22547505
14_22533560_22547505,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,14_22533560,14_22547505
14_22532561_22547505,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,14_22532561,14_22547505
14_22515688_22547505,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,,,,2.0,,,,,,,161.0,,,,,,,,,,,,,,,,,,,,14_22515688,14_22547505
14_22518505_22547505,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,275.0,,14_22518505,14_22547505
14_22495966_22547505,,,,,,,,,,,1.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,14_22495966,14_22547505
14_22501663_22547505,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,14_22501663,14_22547505
14_22492907_22547505,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,14_22492907,14_22547505
14_22483069_22547505,,,,,,,,,,,,,,,,,,,,,29.0,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,14_22483069,14_22547505
14_22542261_22547505,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_22542261,14_22547505
14_22522102_22547505,,,,,,,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,532.0,14_22522102,14_22547505
14_22531138_22547505,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_22531138,14_22547505
14_22525715_22547505,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,32.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_22525715,14_22547505
14_22509406_22547505,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_22509406,14_22547505
14_22540306_22547505,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,35.0,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_22540306,14_22547505
14_22482346_22547505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_22482346,14_22547505
14_22496952_22547505,,,,,,,,,,,,,,,,,,127.0,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,377.0,,,,,,,,162.0,,,,,,,,,,,,,,,,,,,30.0,,,,,,1.0,,14_22496952,14_22547505
14_22490553_22547505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,14_22490553,14_22547505
14_22513998_22547505,,,,,,,,,,,,,,271.0,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,14_22513998,14_22547505
14_22520478_22547505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_22520478,14_22547505
14_22524381_22547505,,,,,,,,,,,,19.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14_22524381,14_22547505
14_22499749_22547505,,,,,362.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,111.0,,,,,1.0,,,,,,,,59.0,,,,,,,,,14_22499749,14_22547505
14_22493990_22547505,,,1.0,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,1.0,,,,,,,,,,,,30.0,,,,,,,,,,,,,,2.0,56.0,,,,,,,,,,,,,,,,,19.0,,14_22493990,14_22547505
14_22539134_22547505,,,113.0,,,,,,,,,,,,,,,,,,,,949.0,,,,,,,,4.0,,,,,,,324.0,,617.0,,,,,,,,,,,,,,,,,,62.0,,,,,,,,1.0,,,,,,,,96.0,,,,131.0,,,14_22539134,14_22547505
14_22508658_22547505,,,,,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,34.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14_22508658,14_22547505
14_22486296_22547505,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,42.0,,,,,,237.0,,,,,,,,,,,,,,24.0,,,123.0,,,,,14_22486296,14_22547505
14_22535614_22547505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,194.0,,,,,,,,,,,,,,,,,,,,,,,,14_22535614,14_22547505
